*
*
*postInstalledGenerationCapacityPerUnit (B1420) Data
*
*Document Type,Business Type,Process Type,Time Series ID,Power System Resource  Type,Year,BM Unit ID,Registered Resource EIC Code,Voltage limit,Nominal,NGC BM Unit ID,Registered Resource Name,Active Flag,Document ID,Implementation Date
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002015,"AC Link",2013,NA,48T000000000027J,,,GRGB 1,GRGB 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002014,"AC Link",2013,NA,48T000000000026L,,,NA,CLEH-KEMS,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002013,"Fossil Gas",2013,E_BRYP-1,48W000000BRYP-17,,140.0,BRYP-1,BRYP-1,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002013,"Fossil Gas",2013,NA,48WSTN00000BRYPC,275.0,140.0,BRYP,BRYP,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002013,"AC Link",2013,NA,48T000000000025N,,,NA,CANT-CLEH,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002012,"AC Link",2013,NA,48T000000000024P,,,CLEH bar fault,CLEH bar fault,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002011,"Fossil Gas",2013,E_BRGG-1,48W000000BRGG-1M,,150.0,BRGG-1,BRGG-1,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002011,"Fossil Gas",2013,NA,48WSTN00000BRGGA,400.0,150.0,BRGG,BRGG,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002011,"AC Link",2013,NA,48T000000000023R,,,LARY cable 2,LARY cable 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002010,"Wind Onshore",2013,E_BRDUW-1,48W00000BRDUW-1V,,74.0,BRDUW-1,BRDUW-1,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002010,"Wind Onshore",2013,NA,48WSTN0000BRDUWV,33.0,74.0,BRDUW,BRDUW,Y,NGET-EMFIP-CONF-00000094,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002010,"AC Link",2013,NA,48T000000000022T,,,NA,LARY cable 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002009,"AC Link",2013,NA,48T000000000021V,,,LARY cable 3,LARY cable 3,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002008,"AC Link",2013,NA,48T000000000020X,,,LARY cable 1,LARY cable 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002007,"AC Link",2013,NA,48T000000000019I,,,LARY 2,LARY 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002006,"Fossil Hard coal",2013,T_EGGPS-3,48W00000EGGPS-3T,,525.0,EGGPS-3,EGGPS-3,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002006,"Fossil Hard coal",2013,T_EGGPS-4,48W00000EGGPS-4R,,525.0,EGGPS-4,EGGPS-4,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002006,"Fossil Hard coal",2013,NA,48WSTN0000EGGPS5,400.0,2100.0,NA,EGGPS,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002006,"AC Link",2013,NA,48T000000000018K,,,LARY 1,LARY 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002006,"Fossil Hard coal",2013,T_EGGPS-1,48W00000EGGPS-1X,,525.0,EGGPS-1,EGGPS-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002006,"Fossil Hard coal",2013,T_EGGPS-2,48W00000EGGPS-2V,,525.0,EGGPS-2,EGGPS-2,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002005,"AC Link",2013,NA,48T000000000017M,,,SHRS 2,SHRS 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002004,"AC Link",2013,NA,48T000000000016O,,,SHRS 1,SHRS 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002003,"Transformer",2013,NA,48T000000000015Q,,,WALN 2 GT2,WALN 2 GT2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002002,"Transformer",2013,NA,48T000000000014S,,,WALN 2 GT1,WALN 2 GT1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002001,Load,2013,NA,48WSTN0000BROUDP,,194.0,BROUD,BROUD,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002001,"Wind Onshore",2013,NA,48WSTN0000ANSUWY,132.0,19.0,NA,ANSUW,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002001,"AC Link",2013,NA,48T000000000013U,,,STAH-WALN 2,STAH-WALN 2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002001,"Wind Onshore",2013,T_ANSUW-1,48W00000ANSUW-1E,,19.0,ANSUW-1,ANSUW-1,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002001,Load,2013,E_BROUD-1,48W00000BROUD-14,,194.0,BROUD-1,BROUD-1,Y,NGET-EMFIP-CONF-000000120,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002000,"Fossil Oil",2013,NA,48WSTN000ABTHGTK,275.0,51.0,NA,ABTHGT,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002000,"Transformer",2013,NA,48T000000000012W,,,ORMO T2,ORMO T2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002000,"Fossil Oil",2013,T_ABTH7G,48W000000ABTH7G2,,17.0,ABTH7G,ABTH7G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002000,"Fossil Oil",2013,T_ABTH8G,48W100000ABTH8GN,,17.0,ABTH8G,ABTH8G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00002000,"Fossil Oil",2013,T_ABTH9G,48W000000ABTH9GX,,17.0,ABTH9G,ABTH9G,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00001999,"Fossil Hard coal",2013,NA,48WSTN0000ABTHBN,275.0,1605.0,NA,ABTHB,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001999,"Transformer",2013,NA,48T000000000011Y,,,ORMO T1,ORMO T1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00001999,"Fossil Hard coal",2013,T_ABTH7,48W0000000ABTH7Y,,535.0,ABTH7,ABTH7,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00001999,"Fossil Hard coal",2013,T_ABTH8,48W0000000ABTH8W,,535.0,ABTH8,ABTH8,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Production unit,Modification,NGET-EMFIP-CONF-TS-00001999,"Fossil Hard coal",2013,T_ABTH9,48W0000000ABTH9U,,535.0,ABTH9,ABTH9,Y,NGET-EMFIP-CONF-00000142,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001998,"AC Link",2013,NA,48T100000000010N,,,HEYS-TRIM-ORMO,HEYS-TRIM-ORMO,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001997,"Transformer",2013,NA,48T000000000009L,,,HEYS SGT3,HEYS SGT3,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001996,"Transformer",2013,NA,48T000000000008N,,,HEYS SGT2,HEYS SGT2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001995,"Transformer",2013,NA,48T000000000007P,,,HEYS SGT1,HEYS SGT1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001994,"Transformer",2013,NA,48T000000000006R,,,WALN 1 GT2,WALN 1 GT2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001993,"Transformer",2013,NA,48T000000000005T,,,WALN 1 GT1,WALN 1 GT1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001992,"AC Link",2013,NA,48T000000000004V,,,HEYS-WALN 1,HEYS-WALN 1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001991,"Transformer",2013,NA,48T000000000003X,,,GUNF T2,GUNF T2,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001990,"Transformer",2013,NA,48T000000000002Z,,,GUNF T1,GUNF T1,Y,NGET-EMFIP-CONF-000000128,2013-01-01
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00001989,"AC Link",2013,NA,48T0000000000010,,,CLAC-GUNF,CLAC-GUNF,Y,NGET-EMFIP-CONF-000000128,2013-01-01
<EOF>
