*
*
*postInstalledGenerationCapacityPerUnit (B1420) Data
*
*Document Type,Business Type,Process Type,Time Series ID,Power System Resource  Type,Year,BM Unit ID,Registered Resource EIC Code,Voltage limit,Nominal,NGC BM Unit ID,Registered Resource Name,Active Flag,Document ID,Implementation Date
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002181,Load,2005,T_STFERGD-1,48W00000SFERD-1R,,27.0,SFERD-1,SFERD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002180,Load,2005,T_TORN-D,48W00000TORND-19,,70.0,TORND-1,TORND-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002179,Load,2005,T_EXMOSSD-1,48W00000MOSWD-1E,,22.0,MOSWD-1,MOSWD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002178,Load,2005,T_MARMD-1,48W00000MARMD-1K,,10.0,MARMD-1,MARMD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002177,Load,2005,T_LOAND-2,48W00000LOAND-2P,,60.0,LOAND-2,LOAND-2,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002176,Load,2005,T_HUNB-D,48W10000HUNBD-1N,,70.0,HUNBD-1,HUNBD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002175,Load,2005,T_FOYED-1,48W00000FOYED-1D,,7.0,FOYED-1,FOYED-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002174,Load,2005,T_EGLSD-1,48W00000EGLSD-1B,,10.0,EGLSD-1,EGLSD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002173,Load,2005,T_CRUAD-1,48W00000CRUAD-1N,,10.0,CRUAD-1,CRUAD-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
Configuration document,Consumption unit,Creation,NGET-EMFIP-CONF-TS-00002172,Load,2005,T_LOAND-1,48W00000LOAND-1R,,60.0,LOAND-1,LOAND-1,Y,NGET-EMFIP-CONF-00000103,2005-03-29
<EOF>
