BM Units Registered with Central Registration Agency 
 
BM Unit ID,BMU Name,Party Name,Party ID,BMU Type,NGC BMU Name,GSP Group Id,GSP Group Name,Trading Unit Name,Prod/Cons Flag,Prod/Cons Status,TLF,GC,DC,CALF,BMCAIC,BMCAEC,Exempt Export Flag,Base TU Flag,FPN Flag,Interconnector Id,Effective From, Manual Credit Qualifying Flag, Credit Qualifying Status
2__KBNRG000,"2__KBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-15.1452,.5077,-7.689,0,F,T,F,,01/03/15,,F
2__KCALL000,"2__KCALL000","Extra Energy Supply Limited",CALLISTO,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-7.258,.5145,-3.734,0,F,T,F,,01/03/15,,F
2__KCIRC000,"2__KCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_K,"South Wales","DEFAULT__K",,C,0,1.7,-.732,.5013,-.367,.852,F,T,F,,01/03/15,,F
2__KCNDL000,"2__KCNDL000","NEAS Energy Limited",CNDA,G,"",_K,"South Wales","DEFAULT__K",,C,0,16,0,.5145,0,8.232,F,T,F,,01/03/15,,F
2__KCNRG000,"2__KCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-10.74,.5389,-5.788,0,F,T,F,,08/04/15,,F
2__KCOOP000,"2__KCOOP000","I Supply Energy Limited",COOP,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-1.872,.5266,-.986,0,F,T,F,,01/03/15,,F
2__KCOUL000,"2__KCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KCROW000,"2__KCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KDNRG000,"2__KDNRG000","Donnington Energy Limited",DOENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KDUAL000,"2__KDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-2.894,.5201,-1.505,0,F,T,F,,01/03/15,,F
2__KEBES000,"2__KEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-3.616,.492,-1.779,0,F,T,F,,01/03/15,,F
2__KECOA000,"2__KECOA000","British Gas Trading Ltd",BRITGAS,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KECON000,"2__KECON000","Economy Power",ECON1,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KECOT000,"2__KECOT000","The Renewable Energy Co Ltd",RENC,G,"",_K,"South Wales","DEFAULT__K",,C,0,.4,-3.862,.3918,-1.513,.157,F,T,F,,23/03/15,,F
2__KEDCO000,"2__KEDCO000","Energy Data Company Limited",ENDC,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KEDIR000,"2__KEDIR000","British Gas Trading Ltd",BRITGAS,G,"SWA-EDR01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,T,,01/03/15,,F
2__KEELC000,"2__KEELC000","E.ON Energy Solutions Limited",PGENERGY,G,"SWA-EAS01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,T,,01/03/15,,F
2__KEENG000,"2__KEENG000","E.ON Energy Solutions Limited",PGENERGY,G,"SWA-EST01",_K,"South Wales","DEFAULT__K",,C,0,0,-4,.5012,-2.005,0,F,T,T,,01/03/15,,F
2__KEESL000,"EESL_K","ECONOMY ENERGY SUPPLY LTD",EESL,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KEETL000,"EETL in South Wales","Economy Energy Trading Limited",PAL,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-.3864,.452,-.175,0,F,T,F,,01/03/15,,F
2__KEFLS000,"EFLS_K","Effortless Energy Ltd",EENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KEMEB000,"2__KEMEB000","E.ON Energy Solutions Limited",PGENERGY,G,"SWA-PGE01",_K,"South Wales","DEFAULT__K",,C,0,0,-130,.5549,-72.137,0,F,T,T,,30/03/15,,F
2__KENDC000,"2__KENDC000","EPG Energy Limited",EPGNRG,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.7302,0,0,F,T,F,,01/03/15,,F
2__KENDC001,"2__KENDC001","EPG Energy Limited",EPGNRG,S,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,F,F
2__KENEC000,"2__KENEC000","Eneco Energy Trade",ENECOUK,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KENRD000,"2__KENRD000","British Gas Trading Ltd",BRITGAS,G,"SWA-ENR01",_K,"South Wales","DEFAULT__K",,C,0,44,-184,.5123,-94.263,22.541,F,T,T,,01/03/15,,F
2__KENRG000,"2__KENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,22.42,0,.1687,0,3.782,F,T,F,,01/03/15,,F
2__KENRG001,"ENRG Additional K1","Opus Energy Renewables Limited",EVENERGY,S,"",_K,"South Wales","DEFAULT__K",,C,0,4,0,.5145,0,2.058,F,T,F,,01/03/15,F,F
2__KENRG002,"ENRGK2","Opus Energy Renewables Limited",EVENERGY,S,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,F,F
2__KEPHH000,"2__KEPHH000","Economy Power",ECON1,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KEURO000,"2__KEURO000","Robin Hood Energy Limited",EUROPA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KFNRG000,"2__KFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-.55,.5145,-.283,0,F,T,F,,01/03/15,,F
2__KFOUR000,"2__KFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KFRST000,"2__KFRST000","First Utility Limited",FRST01,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-22.528,.5089,-11.464,0,F,T,F,,17/04/15,,F
2__KFSEN000,"2__KFSEN000","F & S Energy Ltd",FSE0001,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KGANY000,"2__KGANY000","LOCO2 Energy Supply Limited",GANYMEDE,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KGETW000,"2__KGETW000","Utilita Energy Limited",UTILITA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.44,0,0,F,T,F,,01/03/15,,F
2__KGMTR000,"2__KGMTR000","Gazprom M & T Retail Ltd",GMTR,G,"",_K,"South Wales","DEFAULT__K",,C,0,9,-10.3,.1699,-1.75,1.529,F,T,F,,01/03/15,,F
2__KGNRG000,"2__KGNRG000","Garsington Energy Ltd",GRENERGY,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.3853,0,0,F,T,F,,01/03/15,,F
2__KHAVE000,"2__KHAVE000","Haven Power Ltd",HAVEN,G,"SWA-HVN01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,T,,01/03/15,,F
2__KHOLB000,"2__KHOLB000","Holborn Energy Limited",HOLBORN,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KHPOW000,"2__KHPOW000","Haven Power Ltd",HAVEN,G,"SWA-HPW01",_K,"South Wales","DEFAULT__K",,C,0,5.5,-81.5,.6971,-56.814,3.834,F,T,T,,01/03/15,,F
2__KHUDS000,"2__KHUDS000","Hudson Energy Supply UK Ltd",AMPERE,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-18,.5278,-9.5,0,F,T,F,,01/03/15,,F
2__KHYDE000,"SSE SBMU1 - Swalec GSPG","SSE Energy Supply Limited",SSE,G,"SWA-SSE01",_K,"South Wales","DEFAULT__K",,C,0,0,-52,.6749,-35.095,0,F,T,T,,27/03/15,,F
2__KIMPO000,"2__KIMPO000","SSE Energy Supply Limited",SSE,G,"SWA-ATL01",_K,"South Wales","DEFAULT__K",,C,0,0,-2,.5145,-1.029,0,F,T,F,,01/03/15,,F
2__KIMPX000,"2__KIMPX000","INEOS Chlor Energy LTD",IMPX,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KINDE000,"INDE SWALEC","Npower Direct Limited",NITTWO01,G,"SWA-INE01",_K,"South Wales","DEFAULT__K",,C,0,0,-12.6612,.5111,-6.471,0,F,T,T,,01/03/15,,F
2__KIRID000,"2__KIRID000","PFP Energy Supplies Limited",IRIDIUM,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KJERE000,"2__KJERE000","Hudson Energy Supply UK Ltd",AMPERE,G,"KJERE000",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5179,0,0,F,T,F,,01/03/15,,F
2__KJETS000,"2__KJETS000","Tempus Energy Supply Limited",JETSTREA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KKENS000,"2__KKENS000","Kensington Power Limited",KENSINGT,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KLIGH000,"2__KLIGH000","MVV Environment Services Ltd",LIGHTNIN,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KLOND000,"LE Default BMUid SWAE","EDF Energy Customers PLC",LENCO,G,"SWA-LON01",_K,"South Wales","DEFAULT__K",,C,0,0,-268,.743,-199.124,0,F,T,T,,08/04/15,,F
2__KLORM000,"Lorimer_K","Epower Supply Ltd",LORM,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KLUME000,"2__KLUME000","GNERGY Limited",LUMA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KMAEL000,"2__KMAEL000","MA Energy Limited",MA200308,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-1,.4095,-.41,0,F,T,F,,01/03/15,,F
2__KMAET000,"MA Energy Ltd","MA Energy Limited",MA200308,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KMAGN000,"2__KMAGN000","DONG Energy Power Sales UK Ltd",MAGNETIC,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-4,.5145,-2.058,0,F,T,F,,01/03/15,,F
2__KMANW000,"2__KMANW000","SP Energy Retail Ltd",SPSUP01,G,"SWA-MNW01",_K,"South Wales","DEFAULT__K",,C,0,0,-19,.5124,-9.736,0,F,T,T,,01/03/15,,F
2__KMARB000,"2__KMARB000","Marble Power Limited",MARBLE,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KMIDE000,"NPEC South Wales Area MIDE","Npower Limited",NPOWER01,G,"SWA-MID01",_K,"South Wales","DEFAULT__K",,C,0,0,-8.8022,.4808,-4.232,0,F,T,T,,01/03/15,,F
2__KMSCG000,"2__KMSCG000","Morgan Stanley",MSCGI,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KNATP000,"NPEC South Wales Area NATP","Npower Limited",NPOWER01,G,"SWA-NPE01",_K,"South Wales","DEFAULT__K",,C,0,0,-347.32,.7194,-249.862,0,F,T,T,,01/03/15,,F
2__KNEEB000,"2__KNEEB000","NPower Northern Supply Ltd",NEEB,G,"SWA-NEE01",_K,"South Wales","DEFAULT__K",,C,0,0,-35.9856,.4823,-17.356,0,F,T,T,,01/03/15,,F
2__KNELC000,"BE Stage 2 Default for GSP _K","British Energy Direct Ltd",BEDL001,G,"SWA-BET01",_K,"South Wales","DEFAULT__K",,C,0,0,-2,.7294,-1.459,0,F,T,T,,01/03/15,,F
2__KNORW000,"2__KNORW000","E.ON Energy Solutions Limited",PGENERGY,G,"SWA-NWP01",_K,"South Wales","DEFAULT__K",,C,0,0,-2,.5594,-1.119,0,F,T,T,,01/03/15,,F
2__KNUCE000,"2__KNUCE000","NDA",MAGNOX,G,"SWA-MEC01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KOBER000,"2__KOBER000","Addito Supply Limited",OBERON,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KOGAS000,"2__KOGAS000","British Gas Trading Ltd",BRITGAS,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-.14,.5145,-.072,0,F,T,F,,01/03/15,,F
2__KOSMI000,"2__KOSMI000","Osmium Energy Supply Limited",OSMIUM,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KOVOE000,"2__KOVOE000","OVO Electricity Ltd",OVOE,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-9.08,.5341,-4.85,0,F,T,F,,15/04/15,,F
2__KOXPO000,"2__KOXPO000","Opus Energy Limited",OXFPOWER,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-10.7,.5038,-5.391,0,F,T,F,,08/04/15,,F
2__KPADD000,"2__KPADD000","Paddington Power Limited",PADDINGT,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KPALL000,"2__KPALL000","Palladium Energy Supply Ltd",PALLAD,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KPGEN000,"2__KPGEN000","E.ON UK plc",POWERGEN,G,"SWA-PGU01",_K,"South Wales","DEFAULT__K",,C,0,0,-154,.7036,-108.354,0,F,T,T,,01/03/15,,F
2__KPURE000,"2__KPURE000","Good Energy Limited",PURE,G,"",_K,"South Wales","DEFAULT__K",,C,0,6,-.7,-2.3056,1.614,-13.834,F,T,F,,01/03/15,,F
2__KREGE000,"2__KREGE000","Regent Power Limited",REGENT,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KRENC000,"2__KRENC000","The Renewable Energy Co Ltd",RENC,G,"SWA-RNW01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KRHOD000,"2__KRHOD000","Rhodium Energy Supply Limited",RHODIUM,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KRWED000,"2__KRWED000","GDF SUEZ Marketing Ltd",RWETDL,G,"SWA-GDF01",_K,"South Wales","DEFAULT__K",,C,0,26,-56,.4311,-24.142,11.209,F,T,T,,09/04/15,,F
2__KSEEB000,"2__KSEEB000","EDF Energy Customers PLC",LENCO,G,"SWA-SEE01",_K,"South Wales","DEFAULT__K",,C,0,0,-2,.6182,-1.236,0,F,T,F,,08/04/15,,F
2__KSIRO000,"2__KSIRO000","Sirocco Energy Supply Limited",SIROCCO,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KSMAL000,"2__KSMAL000","Smartestenergy Limited",SMARTEST,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KSMAR000,"2__KSMAR000","Smartestenergy Limited",SMARTEST,G,"SWA-SEL01",_K,"South Wales","DEFAULT__K",,C,0,74,-22,.4999,-10.998,36.993,F,T,T,,29/04/15,,F
2__KSOUT000,"SE SBMU1 - Swalec GSPG","SSE Energy Supply Limited",SSE,G,"SWA-STH01",_K,"South Wales","DEFAULT__K",,C,0,0,-160,.4137,-66.192,0,F,T,T,,27/03/15,,F
2__KSPOW000,"2__KSPOW000","SP Energy Retail Ltd",SPSUP01,G,"SWA-SPC01",_K,"South Wales","DEFAULT__K",,C,0,0,-57.4,.4416,-25.348,0,F,T,T,,01/03/15,,F
2__KSPRK000,"2__KSPRK000","Spark Energy Supply Limited",SPARKNRG,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-2,.5037,-1.007,0,F,T,F,,01/03/15,,F
2__KSTAT000,"STAT K South Wales","Statkraft Markets Gmbh",STATKRA1,G,"",_K,"South Wales","DEFAULT__K",,C,0,188,0,.2571,0,48.335,F,T,F,,01/03/15,,F
2__KSWAE000,"SWA SBMU1 - Swalec GSPG","SSE Energy Supply Limited",SSE,G,"SWA-SWA01",_K,"South Wales","DEFAULT__K",,C,0,0,-442,.5143,-227.321,0,F,T,T,,01/03/15,,F
2__KSWEB000,"SWEB Default BMUid SWAE","EDF Energy Customers PLC",LENCO,G,"SWA-SWT01",_K,"South Wales","DEFAULT__K",,C,0,0,-6,.7172,-4.303,0,F,T,T,,08/04/15,,F
2__KSYMB000,"2__KSYMB000","Symbio Energy Ltd",SYMBIO18,G,"SWA-SYM01",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,T,,01/03/15,,F
2__KTEAM000,"2__KTEAM000","Team",TEAM01,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KTGPL000,"2__KTGPL000","Total Gas & Power Ltd",TFEGP,G,"SWA-TFE01",_K,"South Wales","DEFAULT__K",,C,0,20,-40,.6395,-25.58,12.79,F,T,T,,01/03/15,,F
2__KTHRE000,"2__KTHRE000","Corona Energy Retail 5 Ltd",SUPELEC3,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KTREX000,"2__KTREX000","POWER4ALL Limited",POWER4,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-8.6,.7417,-6.379,0,F,T,F,,01/03/15,,F
2__KVAVU000,"VAVU_K","Vavu Power Limited",VAVU,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,0,.5145,0,0,F,T,F,,01/03/15,,F
2__KVETS000,"VTS_GSP_K_010","Vattenfall Energy Trading",VTS,G,"",_K,"South Wales","DEFAULT__K",,C,0,8.4,0,.5145,0,4.322,F,T,F,,01/03/15,,F
2__KVOLT000,"2__KVOLT000","Co-operative Energy Limited",VOLA,G,"",_K,"South Wales","DEFAULT__K",,C,0,0,-5.22,.4926,-2.571,0,F,T,F,,01/03/15,,F
2__KYELG000,"_K  Default BM SWALES","NPower Yorkshire Supply Ltd",YE,G,"SWA-YEP01",_K,"South Wales","DEFAULT__K",,C,0,0,-.0372,.5136,-.019,0,F,T,T,,01/03/15,,F
2__LALTI000,"2__LALTI000","GB Energy Supply Limited",ALTITUDE,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LANGE000,"2__LANGE000","Angel Energy Limited",ANGEL,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LAXIS000,"2__LAXIS000","Axis Telecom Ltd",AXISTELE,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.6211,0,0,F,T,F,,01/03/15,,F
2__LAXPO000,"2__LAXPO000","AXPO UK LIMITED",EGLUK,G,"SWT-AXPO1",_L,"South Western","DEFAULT__L",,C,0,24,-2,.4904,-.981,11.77,F,T,F,,21/04/15,,F
2__LBARB000,"2__LBARB000","Barbican Power Limited",BARBICAN,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LBAYS000,"2__LBAYS000","Bayswater Energy Limited",BAYSWATE,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LBGAS000,"2__LBGAS000","British Gas Trading Ltd",BRITGAS,G,"SWT-BGS01",_L,"South Western","DEFAULT__L",,C,0,0,-280,.4617,-129.276,0,F,T,T,,01/03/15,,F
2__LBIZZ000,"2__LBIZZ000","British Gas Trading Ltd",BRITGAS,G,"SWT-BIZ01",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LBNRG000,"2__LBNRG000","Electricity Plus Supply Ltd",BAENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-27.1462,.5117,-13.891,0,F,T,F,,01/03/15,,F
2__LCALL000,"2__LCALL000","Extra Energy Supply Limited",CALLISTO,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-13.456,.2506,-3.372,0,F,T,F,,01/03/15,,F
2__LCIRC000,"2__LCIRC000","Flow Energy Ltd",CIRCUIT,G,"",_L,"South Western","DEFAULT__L",,C,0,3.06,-1.246,.4895,-.61,1.498,F,T,F,,01/03/15,,F
2__LCNDL000,"2__LCNDL000","NEAS Energy Limited",CNDA,G,"",_L,"South Western","DEFAULT__L",,C,0,68,0,.1497,0,10.18,F,T,F,,27/04/15,,F
2__LCNRG000,"2__LCNRG000","Opus Energy (Corporate) Ltd",CHENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-17.84,.5733,-10.228,0,F,T,F,,17/04/15,,F
2__LCOOP000,"2__LCOOP000","I Supply Energy Limited",COOP,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-7.438,.5477,-4.074,0,F,T,F,,01/03/15,,F
2__LCOUL000,"2__LCOUL000","Coulomb Energy Supply Limited",COULOMB,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LCROW000,"2__LCROW000","Reuben Power Supply Limited",CROWELEC,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LDNRG000,"2__LDNRG000","Donnington Energy Limited",DOENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LDUAL000,"2__LDUAL000","Dual Energy Direct Limited",DUALENER,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-5.216,.5434,-2.834,0,F,T,F,,01/03/15,,F
2__LEBES000,"2__LEBES000","BES Commercial Electricity Ltd",EBEA,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-6.482,.5069,-3.286,0,F,T,F,,01/03/15,,F
2__LECOA000,"2__LECOA000","British Gas Trading Ltd",BRITGAS,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LECON000,"2__LECON000","Economy Power",ECON1,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LECOT000,"2__LECOT000","The Renewable Energy Co Ltd",RENC,G,"",_L,"South Western","DEFAULT__L",,C,0,14.7,-11.011,.5102,-5.618,7.5,F,T,F,,23/03/15,,F
2__LEDCO000,"2__LEDCO000","Energy Data Company Limited",ENDC,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LEDIR000,"2__LEDIR000","British Gas Trading Ltd",BRITGAS,G,"SWT-EDR01",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,T,,01/03/15,,F
2__LEELC000,"2__LEELC000","E.ON Energy Solutions Limited",PGENERGY,G,"SWT-EAS01",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,T,,01/03/15,,F
2__LEENG000,"2__LEENG000","E.ON Energy Solutions Limited",PGENERGY,G,"SWT-EST01",_L,"South Western","DEFAULT__L",,C,0,0,-4,.5272,-2.109,0,F,T,T,,01/03/15,,F
2__LEESL000,"EESL_L","ECONOMY ENERGY SUPPLY LTD",EESL,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LEETL000,"EETL in SouthWestern","Economy Energy Trading Limited",PAL,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-.3386,.479,-.162,0,F,T,F,,01/03/15,,F
2__LEFLS000,"EFLS_L","Effortless Energy Ltd",EENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LEMEB000,"2__LEMEB000","E.ON Energy Solutions Limited",PGENERGY,G,"SWT-PGE01",_L,"South Western","DEFAULT__L",,C,0,0,-194,.5733,-111.22,0,F,T,T,,30/03/15,,F
2__LENDC000,"2__LENDC000","EPG Energy Limited",EPGNRG,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.2966,0,0,F,T,F,,01/03/15,,F
2__LENDC001,"2__LENDC001","EPG Energy Limited",EPGNRG,S,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,F,F
2__LENEC000,"2__LENEC000","Eneco Energy Trade",ENECOUK,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LENRD000,"2__LENRD000","British Gas Trading Ltd",BRITGAS,G,"SWT-ENR01",_L,"South Western","DEFAULT__L",,C,0,28,-244,.453,-110.532,12.684,F,T,T,,01/03/15,,F
2__LENRG000,"2__LENRG000","Opus Energy Renewables Limited",EVENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,46.9,0,.2314,0,10.853,F,T,F,,01/03/15,,F
2__LENRG001,"ENRG Additional L1","Opus Energy Renewables Limited",EVENERGY,S,"",_L,"South Western","DEFAULT__L",,C,0,4,0,.4904,0,1.962,F,T,F,,01/03/15,F,F
2__LENRG002,"ENRGL2","Opus Energy Renewables Limited",EVENERGY,S,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,F,F
2__LEPHH000,"2__LEPHH000","Economy Power",ECON1,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LEURO000,"2__LEURO000","Robin Hood Energy Limited",EUROPA,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LFNRG000,"2__LFNRG000","Farmoor Energy Limited",FRENERGY,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-1.01,.4904,-.495,0,F,T,F,,01/03/15,,F
2__LFOUR000,"2__LFOUR000","IPM Energy Retail Ltd",FOUR,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LFRST000,"2__LFRST000","First Utility Limited",FRST01,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-32.564,.4673,-15.217,0,F,T,F,,17/04/15,,F
2__LFSEN000,"2__LFSEN000","F & S Energy Ltd",FSE0001,G,"",_L,"South Western","DEFAULT__L",,C,0,0,0,.4904,0,0,F,T,F,,01/03/15,,F
2__LGANY000,"2__LGANY000","LOCO2 Energy Supply Limited",GANYMEDE,G,"",_L,"South Western","DEFAULT__L",,C,0,0,-1.6,.4904,-.785,0,F,T,F,,01/03/15,,F
